"Id","Name","Id bioguide","Id govtrack","Id icpsr","Id wikipedia","Id wikidata","Id google entity id","Name first","Name last","Bio birthday","Bio gender","Id house history","Name middle","Name nickname","Id ballotpedia","Name suffix","Id bioguide previous","Id house history alternate","Other names","Id thomas","Id cspan","Id votesmart","Id lis","Name official full","Id opensecrets","Id fec","Id maplight","Leadership roles","Family"
"L000380","James Lloyd","L000380","406872","5727","James Tilghman Lloyd","Q1681195","kg:/m/038lcp","James","Lloyd","1857-08-28","M","17067","Tilghman","","","","","","","","","","","","","","","",""
"L000399","George Loft","L000399","406890","5742","George W. Loft","Q2598181","kg:/m/02rkpxr","George","Loft","1865-02-06","M","17089","William","","","","","","","","","","","","","","","",""
"L000449","George Loud","L000449","406939","5785","George A. Loud","Q1506794","kg:/m/02ptjgv","George","Loud","1852-06-18","M","17154","Alvin","","","","","","","","","","","","","","","",""
"M000254","Nelson Matthews","M000254","407272","6085","Nelson E. Matthews","Q11706948","kg:/m/02rm2pg","Nelson","Matthews","1852-04-14","M","17637","Edwin","","","","","","","","","","","","","","","",""
"M000363","Paul McCorkle","M000363","407368","6176","Paul G. McCorkle","Q2059701","kg:/m/02vrpdq","Paul","McCorkle","1863-12-19","M","17777","Grier","","","","","","","","","","","","","","","",""
"M000378","Robert McCracken","M000378","407381","6190","Robert M. McCracken","Q2158147","kg:/m/0d5zb0","Robert","McCracken","1874-03-15","M","17797","McDowell","","","","","","","","","","","","","","","",""
"M000405","James McDermott","M000405","407405","6213","James T. McDermott","Q6143950","kg:/m/07c3ht","James","McDermott","1872-02-13","M","17832","Thomas","","","","","","","","","","","","","","","",""
"M000448","Daniel McGillicuddy","M000448","407447","6252","Daniel J. McGillicuddy","Q1161212","kg:/m/02x25xh","Daniel","McGillicuddy","1859-08-27","M","17885","John","","","","","","","","","","","","","","","",""
"M000753","Samuel Miller","M000753","407731","6507","Samuel Henry Miller","Q7411676","kg:/m/0g2ywp","Samuel","Miller","1840-04-19","M","18270","Henry","","","","","","","","","","","","","","","",""
"M000758","Thomas Miller","M000758","407736","6512","Thomas W. Miller","Q2427942","kg:/m/0h2c3d","Thomas","Miller","1886-06-26","M","18277","Woodnutt","","","","","","","","","","","","","","","",""
"M000888","William Mooney","M000888","407860","6622","William C. Mooney","Q8006367","kg:/m/02rm3hy","William","Mooney","1855-06-15","M","18448","Crittenden","","","","","","","","","","","","","","","",""
"M000955","Lewis Morgan","M000955","407923","6683","Lewis L. Morgan","Q1323113","kg:/m/0by5gb","Lewis","Morgan","1876-03-02","M","18527","Lovering","","","","","","","","","","","","","","","",""
"M000998","Martin Morrison","M000998","407966","6724","Martin A. Morrison","Q520990","kg:/m/02rkh6c","Martin","Morrison","1862-04-15","M","18577","Andrew","","","","","","","","","","","","","","","",""
"M001034","Hunter Moss","M001034","408001","6755","Hunter Holmes Moss Jr.","Q1638124","kg:/m/03c2t6_","Hunter","Moss","1874-05-26","M","18622","Holmes","","","Jr.","","","","","","","","","","","","",""
"M001037","Ralph Moss","M001037","408004","6758","Ralph W. Moss (politician)","Q1435469","kg:/m/02rkhjp","Ralph","Moss","1862-04-21","M","18625","Wilbur","","","","","","","","","","","","","","","",""
"M001118","William Murray","M001118","408081","6829","William H. Murray","Q882854","kg:/m/02c687","William","Murray","1869-11-21","M","18723","Henry David","","","","","","","","","","","","","","","",""
"N000069","Francis Newlands","N000069","408157","6897","Francis G. Newlands","Q670812","kg:/m/06tp7w","Francis","Newlands","1846-08-28","M","18922","Griffith","","","","","","","","","","","","","","","",""
"N000141","Solomon North","N000141","408225","6962","Solomon Taylor North","Q7558756","kg:/m/0g2z5p","Solomon","North","1853-05-24","M","19007","Taylor","","","","","","","","","","","","","","","",""
"O000002","Peter Oakey","O000002","408314","6993","Peter Davis Oakley","Q2043572","kg:/g/11bc5_pspc","Peter","Oakey","1861-02-25","M","19071","Davis","","","","","","","","","","","","","","","",""
"O000049","Woodson Oglesby","O000049","408332","7037","Woodson R. Oglesby","Q8033378","kg:/m/02rkyf7","Woodson","Oglesby","1867-02-09","M","19129","Ratcliffe","","","","","","","","","","","","","","","",""
"P000022","Robert Page","P000022","408433","7160","Robert N. Page","Q474578","kg:/m/02vn_mw","Robert","Page","1859-10-26","M","19308","Newton","","","","","","","","","","","","","","","",""
"P000109","Thomas Patten","P000109","408517","7236","Thomas G. Patten","Q3209523","kg:/m/02rkx38","Thomas","Patten","1861-09-12","M","19408","Gedney","","","","","","","","","","","","","","","",""
"P000217","Boies Penrose","P000217","408620","7332","Boies Penrose","Q891015","kg:/m/07qs7m","Boies","Penrose","1860-11-01","M","","","","","","","","","","","","","","","","","",""
"P000290","James Phelan","P000290","408690","7395","James D. Phelan","Q1680239","kg:/m/03m0p_","James","Phelan","1861-04-20","M","","Duval","","","","","","","","","","","","","","","",""
"Q000009","Manuel Quezon","Q000009","408972","","Manuel L. Quezon","Q1503","kg:/m/015865","Manuel","Quezon","1878-08-19","M","20053","Luis","","","","","","","","","","","","","","","",""
"R000070","George Rauch","R000070","409050","7743","George W. Rauch","Q1508465","kg:/m/02rkg3n","George","Rauch","1876-02-22","M","20167","Washington","","","","","","","","","","","","","","","",""
"R000279","Luis Rivera","R000279","409253","","Luis Muñoz Rivera","Q734445","kg:/m/036jqd","Luis","Rivera","1859-07-17","M","20429","Muñoz","","","","","","","","","","","","","","","",""
"R000311","Ernest Roberts","R000311","409282","7952","Ernest W. Roberts","Q1356570","kg:/m/02rhf_7","Ernest","Roberts","1858-11-22","M","20469","William","","","","","","","","","","","","","","","",""
"R000493","Tinsley Rucker","R000493","409452","8102","Tinsley W. Rucker Jr.","Q2435923","kg:/m/026p07x","Tinsley","Rucker","1848-03-24","M","20695","White","","","","","","","","","","","","","","","",""
"R000534","Joshua Russell","R000534","409491","8136","J. Edward Russell","Q11174352","kg:/m/02rm4n0","Joshua","Russell","1867-08-09","M","20742","Edward","","","","","","","","","","","","","","","",""
"S000348","Lawrence Sherman","S000348","409844","8456","Lawrence Yates Sherman","Q436363","kg:/m/06p3ll","Lawrence","Sherman","1858-11-08","M","","Yates","","","","","","","","","","","","","","","",""
"S000371","Benjamin Shively","S000371","409865","8478","Benjamin F. Shively","Q817473","kg:/m/0cyqn2","Benjamin","Shively","1857-03-20","M","21598","Franklin","","","","","","","","","","","","","","","",""
"S000540","George Smith","S000540","410022","8623","George Ross Smith","Q1291618","kg:/m/0dqs5h","George","Smith","1864-05-28","M","21805","Ross","","","","","","","","","","","","","","","",""
"S000551","Hoke Smith","S000551","410033","8633","M. Hoke Smith","Q356810","kg:/m/064v2b","Hoke","Smith","1855-09-02","M","","","","","","","","","","","","","","","","","",""
"S000577","John Smith","S000577","410058","8658","John Walter Smith","Q536076","kg:/m/047p4k","John","Smith","1845-02-05","M","21849","Walter","","","","","","","","","","","","","","","",""
"S000589","Marcus Smith","S000589","410069","8665","Marcus A. Smith","Q1894073","kg:/m/07sckt","Marcus","Smith","1851-01-24","M","21864","Aurelius","","","","","","","","","","","","","","","",""
"S000636","William Smith","S000636","410110","8705","William Robert Smith","Q1440371","kg:/m/0gwx04","William","Smith","1863-08-18","M","21921","Robert","","","","","","","","","","","","","","","",""
"S000702","Stephen Sparkman","S000702","410173","8765","Stephen M. Sparkman","Q2344924","kg:/m/02rjzhg","Stephen","Sparkman","1849-07-29","M","22006","Milancthon","","","","","","","","","","","","","","","",""
"S000837","Thomas Steele","S000837","410301","8873","Thomas J. Steele","Q2425006","kg:/m/02rk87z","Thomas","Steele","1853-03-19","M","22175","Jefferson","","","","","","","","","","","","","","","",""
"S000858","John Stephens","S000858","410321","8889","John Hall Stephens","Q1700349","kg:/m/03c2zh6","John","Stephens","1847-11-22","M","22201","Hall","","","","","","","","","","","","","","","",""
"S000861","William Stephens","S000861","410324","8891","William Stephens (American politician)","Q880618","kg:/m/03ccc4","William","Stephens","1859-12-26","M","22204","Dennison","","","","","","","","","","","","","","","",""
"S000954","Claudius Stone","S000954","410413","8976","Claude U. Stone","Q5129054","kg:/m/02rl0xz","Claudius","Stone","1879-05-11","M","22319","Ulysses","","","","","","","","","","","","","","","",""
"S000968","William Stone","S000968","410427","8989","William J. Stone","Q884118","kg:/m/09svlz","William","Stone","1848-05-07","M","22339","Joel","","","","","","","","","","","","","","","",""
"S000982","Tom Stout","S000982","410441","9003","Tom Stout","Q2440145","kg:/m/02rk0c_","Tom","Stout","1879-05-20","M","22356","","","","","","","","","","","","","","","","",""
"T000011","Joseph Taggart","T000011","410601","9153","Joseph Taggart","Q1426694","kg:/m/0670x_","Joseph","Taggart","1867-06-15","M","22645","","","","","","","","","","","","","","","","",""
"T000059","Clyde Tavenner","T000059","410645","9193","Clyde Howard Tavenner","Q5136943","kg:/m/02rk98m","Clyde","Tavenner","1882-02-04","M","22706","Howard","","","","","","","","","","","","","","","",""
"T000160","Charles Thomas","T000160","410742","9288","Charles S. Thomas","Q888144","kg:/m/0bf2wj","Charles","Thomas","1849-12-06","M","","Spalding","","","","","","","","","","","","","","","",""
"T000366","Samuel Tribble","T000366","410935","9467","Samuel Joelah Tribble","Q2218452","kg:/m/026pd_y","Samuel","Tribble","1869-11-15","M","23082","Joelah","","","","","","","","","","","","","","","",""
"W000535","Seward Williams","W000535","411691","10177","Seward H. Williams","Q7458175","kg:/m/02rm325","Seward","Williams","1870-11-07","M","23850","Henry","","","","","","","","","","","","","","","",""
"W000548","William Williams","W000548","411704","10190","William E. Williams","Q7870829","kg:/m/02rkdc8","William","Williams","1857-05-05","M","23865","Elza","","","","","","","","","","","","","","","",""
"W000575","Emmett Wilson","W000575","411730","10215","Emmett Wilson","Q1338739","kg:/m/02q62fx","Emmett","Wilson","1882-09-17","M","23898","","","","","","","","","","","","","","","","",""
"W000662","Samuel Witherspoon","W000662","411815","10298","Samuel Andrew Witherspoon","Q2217906","kg:/m/02rtn8t","Samuel","Witherspoon","1855-05-04","M","24005","Andrew","","","","","","","","","","","","","","","",""
"K000233","William Kirby","K000233","406392","5290","William F. Kirby","Q2578733","kg:/m/09sy0q","William","Kirby","1867-11-16","M","","Fosgate","","","","","","","","","","","","","","","",""
"T000013","Thomas Taggart","T000013","410603","9155","Thomas Taggart","Q1805476","kg:/m/03prpb","Thomas","Taggart","1856-11-17","M","","","","","","","","","","","","","","","","","",""
"A000051","William Adamson","A000051","400712","44","William C. Adamson","Q1802130","kg:/m/02rk16t","William","Adamson","1854-08-13","M","8326","Charles","","","","","","","","","","","","","","","",""
"A000341","Richard Austin","A000341","400991","295","Richard W. Austin","Q2150818","kg:/m/0dllm6","Richard","Austin","1857-08-26","M","8731","Wilson","","","","","","","","","","","","","","","",""
"B000018","Mark Bacon","B000018","401023","326","Mark R. Bacon","Q281229","kg:/m/03y489","Mark","Bacon","1852-02-29","M","8795","Reeves","","","","","","","","","","","","","","","",""
"B000164","Henry Barnhart","B000164","401166","453","Henry A. Barnhart","Q646060","kg:/m/02rkg6d","Henry","Barnhart","1858-09-11","M","8982","A.","","","","","","","","","","","","","","","",""
"B000240","Elsworth Bathrick","B000240","401235","519","Ellsworth Raymond Bathrick","Q1237628","kg:/m/02rl_q6","Elsworth","Bathrick","1863-01-06","M","9086","Raymond","","","","","","","","","","","","","","","",""
"B000264","Samuel Beakes","B000264","401258","539","Samuel Beakes","Q2217982","kg:/m/03ynp9","Samuel","Beakes","1861-01-11","M","9116","Willard","","","","","","","","","","","","","","","",""
"B000421","Earl Beshlin","B000421","401407","676","Earl Hanley Beshlin","Q5325900","kg:/m/0g3n13","Earl","Beshlin","1870-04-28","M","9323","Hanley","","","","","","","","","","","","","","","",""
"B000476","William Birch","B000476","401457","721","William F. Birch","Q2578703","kg:/m/02w6p4n","William","Birch","1870-08-30","M","9394","Fred","","","","","","","","","","","","","","","",""
"B000552","Orrin Bleakley","B000552","401527","790","Orrin Dubbs Bleakley","Q7104081","kg:/m/0g2yqg","Orrin","Bleakley","1854-05-15","M","9490","Dubbs","","","","","","","","","","","","","","","",""
"B000643","William Borland","B000643","401608","866","William Patterson Borland","Q1248548","kg:/m/02rz8lt","William","Borland","1867-10-14","M","9615","Patterson","","","","","","","","","","","","","","","",""
"B000846","James Britt","B000846","401803","1047","James Jefferson Britt","Q1680630","kg:/m/03b_y_j","James","Britt","1861-03-04","M","9872","Jefferson","","","","","","","","","","","","","","","",""
"B000855","Andrew Brodbeck","B000855","401812","1055","Andrew R. Brodbeck","Q4758340","kg:/m/0g1j6y","Andrew","Brodbeck","1860-04-11","M","9884","R.","","","","","","","","","","","","","","","",""
"B000974","Henry Bruckner","B000974","401926","1159","Henry Bruckner","Q5718745","kg:/m/0kt7_x","Henry","Bruckner","1871-06-17","M","10036","","","","","","","","","","","","","","","","",""
"C000025","William Calder","C000025","402186","1399","William M. Calder","Q456385","kg:/m/06v4v1","William","Calder","1869-03-03","M","10474","Musgrave","","","","","","","","","","","","","","","",""
"C000136","John Capstick","C000136","402286","1496","John H. Capstick","Q1700303","kg:/m/02w9flb","John","Capstick","1856-09-02","M","10620","Henry","","","","","","","","","","","","","","","",""
"C000205","William Carter","C000205","402351","1554","William Henry Carter","Q2579194","kg:/m/02rj_kw","William","Carter","1864-06-15","M","10711","Henry","","","","","","","","","","","","","","","",""
"C000218","William Cary","C000218","402364","1567","William J. Cary","Q995498","kg:/m/02vrq0q","William","Cary","1865-03-22","M","10727","Joseph","","","","","","","","","","","","","","","",""
"C000433","Henry Clark","C000433","402571","1765","Henry Alden Clark","Q5717184","kg:/m/0g2ymc","Henry","Clark","1850-01-07","M","10994","Alden","","","","","","","","","","","","","","","",""
"C000490","Horatio Claypool","C000490","402628","1817","Horatio C. Claypool","Q5902639","kg:/m/02rm126","Horatio","Claypool","1859-02-09","M","11060","Clifford","","","","","","","","","","","","","","","",""
"C000663","Daniel Comstock","C000663","402790","1968","Daniel Webster Comstock","Q1163104","kg:/m/02rkfcl","Daniel","Comstock","1840-12-16","M","11284","Webster","","","","","","","","","","","","","","","",""
"C000689","John Connelly","C000689","402815","1991","John R. Connelly","Q659117","kg:/m/02rmmjc","John","Connelly","1870-02-27","M","11318","Robert","","","","","","","","","","","","","","","",""
"C000707","Michael Conry","C000707","402831","2007","Michael F. Conry","Q2377434","kg:/m/02rktsz","Michael","Conry","1870-04-02","M","11339","Francis","","","","","","","","","","","","","","","",""
"C000748","Edward Cooper","C000748","402869","2043","Edward Cooper (West Virginia politician)","Q1291948","kg:/m/03c0_k0","Edward","Cooper","1873-02-26","M","11391","","","","","","","","","","","","","","","","",""
"C000840","William Cox","C000840","402957","2119","William E. Cox","Q2578532","kg:/m/02rkh_t","William","Cox","1861-09-06","M","11508","Elijah","","","","","","","","","","","","","","","",""
"C000963","Charles Culberson","C000963","403074","2229","Charles Allen Culberson","Q477807","kg:/m/037f5r","Charles","Culberson","1855-06-10","M","","Allen","","","","","","","","","","","","","","","",""
"D000008","Harry Dale","D000008","403151","2301","Harry H. Dale","Q657245","kg:/m/02rkq71","Harry","Dale","1868-12-03","M","11842","Howard","","","","","","","","","","","","","","","",""
"D000084","James Davidson","D000084","403221","2366","James H. Davidson","Q735915","kg:/m/02vrq4h","James","Davidson","1858-06-18","M","11936","Henry","","","","","","","","","","","","","","","",""
"D000184","Perl Decker","D000184","403345","2457","Perl D. Decker","Q2071313","kg:/m/02rz7sb","Perl","Decker","1875-09-10","M","12059","D.","","","","","","","","","","","","","","","",""
"D000258","George Denton","D000258","403396","2516","George K. Denton","Q1507685","kg:/m/02rkf_w","George","Denton","1864-11-17","M","12149","Kirkpatrick","","","","","","","","","","","","","","","",""
"D000337","Martin Dies","D000337","403455","2587","Martin Dies Sr.","Q1903623","kg:/m/06qj6b","Martin","Dies","1870-03-13","M","12245","","","","","","","","","","","","","","","","",""
"D000348","Charles Dillon","D000348","403466","2598","Charles Hall Dillon","Q1064716","kg:/m/02prlf9","Charles","Dillon","1853-12-18","M","12259","Hall","","","","","","","","","","","","","","","",""
"D000374","Lincoln Dixon","D000374","403490","2621","Lincoln Dixon","Q1376621","kg:/m/02rkh4_","Lincoln","Dixon","1860-02-09","M","12295","","","","","","","","","","","","","","","","",""
"D000427","Dudley Doolittle","D000427","403539","2667","Dudley Doolittle","Q1263723","kg:/m/02rm9dp","Dudley","Doolittle","1881-06-21","M","12362","","","","","","","","","","","","","","","","",""
"D000505","Dow Drukker","D000505","403612","2734","Dow H. Drukker","Q1253002","kg:/m/02rydjq","Dow","Drukker","1872-02-07","M","12464","Henry","","","","","","","","","","","","","","","",""
"E000219","Frederick Essen","E000219","403905","2991","Frederick Essen","Q1320592","kg:/m/02rz62q","Frederick","Essen","1863-04-22","M","12873","","","","","","","","","","","","","","","","",""
"F000005","George Fairchild","F000005","403967","3048","George Winthrop Fairchild","Q3102015","kg:/m/02pq_h8","George","Fairchild","1854-05-06","M","12970","Winthrop","","","","","","","","","","","","","","","",""
"F000131","David Finley","F000131","404086","3153","David E. Finley","Q1174278","kg:/m/02vxl7x","David","Finley","1861-02-28","M","13136","Edward","","","","","","","","","","","","","","","",""
"F000165","John Fitzgerald","F000165","404120","3183","John J. Fitzgerald","Q1670426","kg:/m/0270kz4","John","Fitzgerald","1872-03-10","M","13179","Joseph","","","","","","","","","","","","","","","",""
"F000228","Joseph Flynn","F000228","404183","3241","Joseph V. Flynn","Q404737","kg:/m/08l3qj","Joseph","Flynn","1883-09-02","M","13257","Vincent","","","","","","","","","","","","","","","",""
"F000295","George Foss","F000295","404245","3297","George Edmund Foss","Q5538846","kg:/m/02rk9mm","George","Foss","1863-07-02","M","13344","Edmund","","","","","","","","","","","","","","","",""
"F000309","Martin Foster","F000309","404258","3311","Martin D. Foster","Q6775246","kg:/m/02rkc20","Martin","Foster","1861-09-03","M","13363","David","","","","","","","","","","","","","","","",""
"F000333","Joseph France","F000333","404282","3332","Joseph I. France","Q366546","kg:/m/05gjns","Joseph","France","1873-10-11","M","","Irvin","","","","","","","","","","","","","","","",""
"F000335","George Francis","F000335","404284","3334","George B. Francis","Q4068823","kg:/m/02rkplf","George","Francis","1883-08-12","M","13395","Blinn","","","","","","","","","","","","","","","",""
"F000370","Joseph Frelinghuysen","F000370","404316","3363","Joseph S. Frelinghuysen Sr.","Q1708008","kg:/m/06jpg1","Joseph","Frelinghuysen","1869-03-12","M","","Sherman","","","","","","","","","","","","","","","",""
"G000050","Augustus Gardner","G000050","404424","3463","Augustus Peabody Gardner","Q770561","kg:/m/0cnrxt","Augustus","Gardner","1865-11-05","M","13628","Peabody","","","","","","","","","","","","","","","",""
"G000317","William Gordon","G000317","404676","3702","William Gordon (Ohio politician)","Q1028990","kg:/m/03c1sfj","William","Gordon","1862-12-15","M","13964","","","","","","","","","","","","","","","","",""
"G000393","Edward Gray","G000393","404743","3762","Edward W. Gray","Q1293987","kg:/m/02w9fct","Edward","Gray","1870-08-18","M","14059","Winthrop","","","","","","","","","","","","","","","",""
"G000401","Oscar Gray","G000401","404751","3770","Oscar Lee Gray","Q2032813","kg:/m/02rk251","Oscar","Gray","1865-07-02","M","14070","Lee","","","","","","","","","","","","","","","",""
"G000441","Alexander Gregg","G000441","404788","3804","Alexander W. Gregg","Q2643213","kg:/m/026472p","Alexander","Gregg","1855-01-31","M","14123","White","","","","","","","","","","","","","","","",""
"G000460","Daniel Griffin","G000460","404805","3819","Daniel J. Griffin","Q1446096","kg:/m/02rknl7","Daniel","Griffin","1880-03-26","M","14145","Joseph","","","","","","","","","","","","","","","",""
"H000104","Charles Hamilton","H000104","404986","3985","Charles Mann Hamilton","Q5080626","kg:/m/09vlr2","Charles","Hamilton","1874-01-23","M","14414","Mann","","","","","","","","","","","","","","","",""
"H000119","Courtney Hamlin","H000119","405001","3999","Courtney W. Hamlin","Q1137861","kg:/m/02rz5tc","Courtney","Hamlin","1858-10-27","M","14432","Walker","","","","","","","","","","","","","","","",""
"H000389","Everis Hayes","H000389","405257","4230","Everis A. Hayes","Q682620","kg:/m/02rhg1_","Everis","Hayes","1855-03-10","M","14761","Anson","","","","","","","","","","","","","","","",""
"H000433","Robert Heaton","H000433","405299","4271","Robert Douglas Heaton","Q13219648","kg:/m/0fzcbb","Robert","Heaton","1873-07-01","M","14814","Douglas","","","","","","","","","","","","","","","",""
"H000455","Victor Heintz","H000455","405320","4286","Victor Heintz","Q2522390","kg:/m/02rm39r","Victor","Heintz","1876-11-20","M","14847","","","","","","","","","","","","","","","","",""
"H000459","Henry Helgesen","H000459","405324","4289","Henry Thomas Helgesen","Q746252","kg:/m/02rhhh0","Henry","Helgesen","1857-06-26","M","14852","Thomas","","","","","","","","","","","","","","","",""
"H000466","Guy Helvering","H000466","405329","4294","Guy T. Helvering","Q1234807","kg:/m/02rm9hs","Guy","Helvering","1878-01-10","M","14859","Tresillian","","","","","","","","","","","","","","","",""
"H000522","Walter Hensley","H000522","405385","4347","Walter Lewis Hensley","Q970438","kg:/m/02rz8h0","Walter","Hensley","1871-09-03","M","14929","Lewis","","","","","","","","","","","","","","","",""
"H000591","Ebenezer Hill","H000591","405453","4409","Ebenezer J. Hill","Q1278648","kg:/m/02rhffc","Ebenezer","Hill","1845-08-04","M","15017","J.","","","","","","","","","","","","","","","",""
"H000620","Benjamin Hilliard","H000620","405479","4435","Benjamin C. Hilliard","Q178086","kg:/m/02rgwyz","Benjamin","Hilliard","1868-01-09","M","15051","Clark","","","","","","","","","","","","","","","",""
"H000645","Gilbert Hitchcock","H000645","405500","4454","Gilbert Hitchcock","Q1487231","kg:/m/09twvy","Gilbert","Hitchcock","1859-09-18","M","15082","Monell","","","","","","","","","","","","","","","",""
"H000726","David Hollingsworth","H000726","405577","4524","David Hollingsworth","Q1174754","kg:/m/02rl_fm","David","Hollingsworth","1844-11-21","M","15181","Adams","","","","","","","","","","","","","","","",""
"H000755","George Hood","H000755","405606","4550","George E. Hood","Q1270692","kg:/m/03c0214","George","Hood","1875-01-25","M","15217","Ezekial","","","","","","","","","","","","","","","",""
"H000829","William Houston","H000829","405676","4617","William C. Houston","Q967160","kg:/m/0dk997","William","Houston","1852-03-17","M","15309","Cannon","","","","","","","","","","","","","","","",""
"H000849","William Howard","H000849","405696","4636","William S. Howard","Q1771712","kg:/m/02rk18j","William","Howard","1875-06-29","M","15336","Schley","","","","","","","","","","","","","","","",""
"H000934","George Hulbert","H000934","405779","4711","George Murray Hulbert","Q5542724","kg:/m/02qbltb","George","Hulbert","1881-05-14","M","15436","Murray","","","","","","","","","","","","","","","",""
"J000259","William Jones","J000259","406151","5067","William Atkinson Jones","Q2411107","kg:/m/0fgypg","William","Jones","1849-03-21","M","16021","Atkinson","","","","","","","","","","","","","","","",""
"K000035","Edward Keating","K000035","406205","5115","Edward Keating","Q1292774","kg:/m/02rhfpm","Edward","Keating","1875-07-09","M","16120","","","","","","","","","","","","","","","","",""
"K000046","James Kehoe","K000046","406216","5124","Walter Kehoe","Q2545025","kg:/m/02rj_20","James","Kehoe","1870-04-25","M","16136","Walter","","","","","","","","","","","","","","","",""
"K000065","Frank Kellogg","K000065","406235","5143","Frank B. Kellogg","Q193009","kg:/m/01l8vs","Frank","Kellogg","1856-12-22","M","","Billings","","","","","","","","","","","","","","","",""
"K000157","John Key","K000157","406321","5223","John A. Key","Q6217762","kg:/m/02rm1j9","John","Key","1871-12-30","M","16274","Alexander","","","","","","","","","","","","","","","",""
"K000296","Philander Knox","K000296","406452","5347","Philander C. Knox","Q707811","kg:/m/0285_t","Philander","Knox","1853-05-06","M","","Chase","","","","","","","","","","","","","","","",""
"L000006","William La Follette","L000006","406516","5403","William La Follette","Q1737548","kg:/m/06dq27","William","La Follette","1860-11-30","M","16580","Leroy","","","","","","","","","","","","","","","",""
"L000358","Adam Littlepage","L000358","406850","5708","Adam Brown Littlepage","Q348905","kg:/m/03c280c","Adam","Littlepage","1859-04-14","M","17040","Brown","","","","","","","","","","","","","","","",""
"L000385","Charles Lobeck","L000385","406877","5730","Charles O. Lobeck","Q1065664","kg:/m/0b6q0l","Charles","Lobeck","1852-04-06","M","17073","Otto","","","","","","","","","","","","","","","",""
"L000518","George Lunn","L000518","407003","5841","George R. Lunn","Q1508111","kg:/m/0gjtzw","George","Lunn","1873-06-23","M","17240","Richard","","","","","","","","","","","","","","","",""
"M000170","Charles Martin","M000170","407192","6016","Charles Martin (Illinois politician)","Q5080699","kg:/m/02rl0xm","Charles","Martin","1856-05-20","M","17535","","","","","","","","","","","","","","","","",""
"M000397","Porter McCumber","M000397","407398","6208","Porter J. McCumber","Q2105073","kg:/m/0cv_j8","Porter","McCumber","1858-02-03","M","","James","","","","","","","","","","","","","","","",""
"M000554","Atkins McLemore","M000554","407546","6342","A. Jeff McLemore","Q278833","kg:/m/02x6wgk","Atkins","McLemore","1857-03-13","M","18019","Jefferson","","","","","","","","","","","","","","","",""
"M000629","Jacob Meeker","M000629","407616","6404","Jacob Edwin Meeker","Q1677464","kg:/m/02rz6q_","Jacob","Meeker","1878-10-07","M","18111","Edwin","","","","","","","","","","","","","","","",""
"M000717","Clarence Miller","M000717","407699","6476","Clarence B. Miller","Q1095364","kg:/m/0268m4m","Clarence","Miller","1872-03-13","M","18229","Benjamin","","","","","","","","","","","","","","","",""
"M001129","Henry Myers","M001129","408091","6837","Henry L. Myers","Q1392618","kg:/m/0crvbm","Henry","Myers","1862-10-09","M","","Lee","","","","","","","","","","","","","","","",""
"N000059","Harry New","N000059","408147","6887","Harry Stewart New","Q1586757","kg:/m/039gqz","Harry","New","1858-12-31","M","","Stewart","","","","","","","","","","","","","","","",""
"N000156","Patrick Norton","N000156","408238","6975","Patrick Daniel Norton","Q1449897","kg:/m/02rjxwk","Patrick","Norton","1876-05-17","M","19027","Daniel","","","","","","","","","","","","","","","",""
"O000117","George O’Shaunessy","O000117","408309","7098","George F. O'Shaunessy","Q1507325","kg:/m/0797mn","George","O’Shaunessy","1868-05-01","M","19210","Francis","","","","","","","","","","","","","","","",""
"O000071","Daniel Oliver","O000071","408344","7058","Daniel C. Oliver","Q5216722","kg:/m/02rknh4","Daniel","Oliver","1865-10-06","M","19155","Charles","","","","","","","","","","","","","","","",""
"O000141","Arthur Overmyer","O000141","408392","7121","Arthur W. Overmyer","Q4800564","kg:/m/02rlzxd","Arthur","Overmyer","1879-05-31","M","19240","Warren","","","","","","","","","","","","","","","",""
"P000014","Carroll Page","P000014","408425","7152","Carroll S. Page","Q884090","kg:/m/0cxps4","Carroll","Page","1843-01-10","M","","Smalley","","","","","","","","","","","","","","","",""
"P000403","Miles Poindexter","P000403","408796","7502","Miles Poindexter","Q1934657","kg:/m/0bf86f","Miles","Poindexter","1868-04-22","M","19777","","","","","","","","","","","","","","","","",""
"P000407","Albert Polk","P000407","408800","7505","Albert F. Polk","Q2637870","kg:/m/0gf24n","Albert","Polk","1869-10-11","M","19784","Fawcett","","","","","","","","","","","","","","","",""
"P000420","Atlee Pomerene","P000420","408812","7516","Atlee Pomerene","Q757354","kg:/m/0355v3","Atlee","Pomerene","1863-12-06","M","","","","","","","","","","","","","","","","","",""
"P000487","Caleb Powers","P000487","408872","7577","Caleb Powers","Q1026544","kg:/m/02qhdxj","Caleb","Powers","1869-02-01","M","19882","","","","","","","","","","","","","","","","",""
"P000500","Harry Pratt","P000500","408885","7590","Harry H. Pratt","Q5669371","kg:/m/02rkq7d","Harry","Pratt","1864-11-11","M","19898","Hayt","","","","","","","","","","","","","","","",""
"P000527","Jesse Price","P000527","408911","7614","Jesse Price","Q423165","kg:/m/08_vm_","Jesse","Price","1863-08-15","M","19931","Dashiell","","","","","","","","","","","","","","","",""
"R000309","Edwin Roberts","R000309","409280","7950","Edwin E. Roberts","Q1294523","kg:/m/02730ld","Edwin","Roberts","1870-12-12","M","20467","Ewing","","","","","","","","","","","","","","","",""
